eid,labels
2003165,4;4;4
2003168,6;1;1
823522,3;1;3
757988,1;1;1
907303,1;4;2
757996,1;1;1
1315061,1;2;2
37110,1;1;2
758007,1;1;1
2003194,4;3;4
1315067,1;2;3
725246,6;6;1
4351,3;4;3
725248,1;1;1
823553,1;1;1
823559,1;1;1
823561,1;1;1
823562,1;1;1
823563,1;1;1
823564,1;1;1
37134,1;1;1
754392,4;4;4
135442,5;2;1
37139,1;1;1
37140,1;1;1
37142,1;1;1
69918,1;1;1
1282335,1;1;1
2003233,2;1;1;1;1
37154,1;1;3
1282342,1;1;1
2003240,1;1;1
135465,1;1;1
37162,4;4;1
1191303,2;1;1
135468,1;1;1
37165,1;1;1
758062,6;1;1
889139,1;1;2
2003256,1;1;1;1;1
889145,1;1;1
37178,1;3;1
102718,1;5;1
1315135,1;1;1
69952,1;2;1
2003265,1;1;1
69954,6;6;1
69955,2;1;6
69958,3;1;1
37191,1;3;1
889160,1;1;1
889165,1;1;1
4430,1;1;1
4431,1;1;1
69971,1;6;6
37205,1;1;1
69975,6;4;4
1216857,1;1;1
1216858,1;1;1
1305999,2;6;1
37212,1;2;1
37213,1;1;1
765328,1;1;4
889188,1;4;1
823654,1;1;6
1118568,1;1;1
823657,1;1;6
69994,2;4;1
77202,1;1;1
415805,1;6;6
1315185,1;1;1
70003,4;4;1
2003317,6;1;1
1282424,1;3;1
2003321,2;1;1
2003325,1;2;1
823679,4;1;2
823681,4;1;2
70019,3;2;2
70020,3;3;3
70021,6;4;4
70022,3;3;3
70024,1;4;4
1282441,1;1;1
102794,2;1;1
1282443,1;1;1
1282446,1;1;1
163819,1;1;1
1216913,1;1;1
2003346,2;1;1
1151379,4;4;3
774852,1;1;1
1151382,4;4;3
1151383,1;2;1
1216922,1;1;1
151817,1;1;1
1151389,1;2;1
70050,6;1;1
70053,6;1;1
70054,4;4;4
102823,1;1;1
70056,4;1;1
1315241,1;1;1
790954,1;1;1
102827,1;1;1
889262,1;3;1
889263,1;3;1
1282482,2;1;1
1282484,1;1;1
725429,6;6;1
1282486,1;2;1
823736,1;4;2
725434,6;6;1
1282491,1;1;1
2003392,3;1;3;1;2
790977,1;2;3
790978,4;4;4
790980,4;4;4
1315269,1;3;4;4;4
790988,1;1;1
889293,1;1;1
790990,1;1;1
37327,1;4;2
70098,1;1;1
790995,1;1;1
791009,1;1;1
2003432,2;1;1
2003435,2;1;2
889327,1;2;1
1282551,4;4;1
889338,2;4;4
889340,4;1;4
1282560,1;2;6
889349,6;6;1
1282570,1;3;6
889357,4;4;1
725523,1;1;1
350297,4;2;1
725533,1;1;1
1295109,1;2;1
1254954,1;1;2
1282596,4;1;3
1282600,1;3;6
135729,1;4;1
135732,1;4;1
889399,1;6;6
2003512,4;4;4
725563,2;2;1
70207,1;5;1
1020481,4;1;3
725570,6;1;4
2003524,1;1;1
37445,4;3;4
1282633,1;3;6
1282636,1;1;1
104546,2;1;1
1020501,1;1;3
889437,4;4;4
1103973,1;1;1
823904,1;1;1
1315426,1;1;1
1306043,1;1;1
823908,1;1;1
152915,2;1;1
823920,1;1;1
2003569,1;2;1
889466,1;1;4
1315453,2;3;1
889470,1;1;1
889471,1;1;1
70272,1;1;1
889473,1;1;2
889478,1;1;1
791175,3;1;1
103052,1;6;1
725647,1;1;1
725649,1;1;1
725655,1;1;1
135832,1;1;1
135834,1;1;1
2003611,1;2;4
889500,1;1;1
2003615,1;1;1
135840,1;1;1
1103984,6;1;2
1151650,1;1;2
1151651,1;1;2
317553,4;3;4
889513,1;1;1
889514,1;1;2
135851,1;4;1
791212,1;1;2
1217199,1;1;1
70322,1;2;1
70323,1;2;1
37556,5;4;2
37557,1;4;2
2003640,1;1;1
70330,3;1;1
889531,1;1;1
889536,1;1;1
2003649,1;1;1
2002435,2;1;6
1217220,1;1;1
725701,1;1;1
1217222,1;1;1
37576,4;3;4
725705,6;1;2
37578,4;3;4
37579,4;4;4
889548,1;1;1
1351715,1;1;1
70352,6;4;6
70356,6;4;6
1020630,4;1;1
725719,1;1;1
1315544,2;1;1
824025,4;4;1
317562,4;3;4
69993,3;4;1
2003680,1;1;1
2003683,1;1;1
2003686,1;1;1
135922,1;1;1
135928,1;1;1
70401,1;4;2
824066,1;1;1
824068,1;1;1
37637,1;2;1
824078,1;1;1
135951,1;1;1
824083,1;1;1
135957,6;4;1
791318,1;1;4
1151768,1;3;1
1151769,1;3;1
135965,1;1;1
135967,6;4;1
994780,4;6;1
1315627,1;2;1
1315629,1;2;1
725809,2;3;1
1315634,3;3;2
2003764,1;1;1
725813,1;1;1
103224,1;1;1
2003769,1;1;2
37690,1;1;2;1;1
103228,1;1;1
725821,6;6;1
824126,4;3;3
725827,6;1;4
2003783,3;5;1
891022,6;4;4
103254,1;1;1
1315672,1;6;2
103261,1;1;3
103272,1;1;1
773777,1;1;1
2003837,1;1;1
2003838,1;1;6
2003842,4;2;4
2003846,1;1;1
683500,4;4;4
1315722,1;1;1
824207,1;1;1
791441,1;6;2
1151891,4;4;4
1151892,4;4;4
922519,6;6;1
922521,6;6;1
791452,2;1;1
1315742,1;1;1
791456,2;1;1
1289883,1;1;1
426822,1;1;1
1282983,1;2;1
1315752,2;1;1
759964,1;1;1
922547,1;1;1
922549,1;1;1
2003899,4;4;4
44533,1;1;2
824256,1;4;4
824257,1;4;4
824258,1;4;4
791492,1;1;1
2003910,2;2;2
791505,1;1;1
791506,1;1;1
1098574,4;2;1
824278,1;1;1
44537,1;1;2
824283,1;1;1
136156,1;1;4
136157,1;1;3
824286,1;1;1
136159,1;1;4
70630,2;1;1
531550,1;3;1
1283055,1;1;1
70640,1;1;1
824307,4;4;1
2003959,1;1;1
136185,1;1;1
44543,2;3;1
136189,1;1;1
1315839,1;2;1
2003970,6;1;3
1315844,1;2;1
889864,1;1;1
70666,1;1;1
824331,4;4;1
136206,1;1;1
824335,1;1;1
1263539,3;1;1
889875,1;1;1
37908,5;4;6
1315862,1;1;1
791578,1;1;1
2003995,1;1;6
37917,1;1;1
1315870,1;3;1
136223,1;1;1
136224,1;1;1
2005168,1;1;1
136226,1;1;1
136227,1;1;1
1315878,1;1;1
1317041,3;1;1
791594,2;1;3
791596,4;1;4
791597,3;2;1
1098589,1;1;1
791601,3;2;1
136244,1;1;1
181086,1;1;1
791606,1;1;2
37943,1;1;1
791608,1;1;2
889913,4;4;3
37946,1;1;1
136251,1;1;1
37948,1;1;1
791619,1;1;1
1315912,1;6;2
791634,1;1;1
824403,4;4;4
37972,5;4;6
1283158,1;1;1
791643,1;1;1
136290,1;1;1
1104059,6;1;2
2004069,1;1;1
164711,1;1;1
791660,2;4;2
1021043,1;2;1
1021044,1;2;1
2004085,4;3;3
38008,1;1;1
1317055,3;1;1
289324,1;1;1
874688,2;1;4
791684,2;1;2
1315975,1;1;1
38024,1;1;2;1;1
2004109,1;1;1
1250446,4;1;1
1021075,1;1;2
791700,1;1;2
791702,1;1;2
2004121,4;2;3
824476,1;1;1
824478,1;1;1
727237,1;2;3
38053,6;4;6
791719,3;1;1
922799,2;1;1
791729,3;1;1
38066,6;4;6
38068,6;4;6
2004151,3;4;1
230260,2;2;1
164725,1;1;1
2004165,4;4;4
1152201,1;1;1
2004176,1;1;1
885624,6;4;4
2004179,1;1;1
869241,1;1;1
2004186,1;1;1
2004187,4;3;4
1021148,4;1;3
890080,1;1;2
1152227,1;2;1
38122,4;1;3
38123,4;1;2
890092,1;1;1
62812,1;1;1
890099,1;1;1
1112040,2;2;4
1109545,1;1;2
1317077,1;1;1
824578,2;1;3
175659,1;1;2
824594,2;1;3
759060,1;2;2
1317082,1;1;6
1250594,2;1;4
104667,1;1;1
136208,1;1;1
1250599,3;4;4
743644,1;2;1
1152301,1;2;4
38191,1;1;1;1;2
1262472,4;2;1
1152306,4;4;4
824631,1;4;4
759096,1;2;1
759100,1;1;1
885643,1;4;4
38221,1;1;2
2004305,1;1;1
2004306,1;1;1
1152341,1;1;1
22756,1;2;1
2004314,1;1;1
104677,1;1;1
824672,2;1;1
824679,2;1;1
1152361,2;1;1
759148,1;1;1
38260,1;1;1
1152374,2;1;1
39145,1;1;1
71044,1;4;2
1152394,1;1;1
71052,1;1;1
71054,1;1;1
71055,1;1;1
1152405,1;1;1
890264,1;2;1
880196,2;4;4
164762,1;1;1
2004382,1;2;2
2004383,1;2;2
2004384,1;5;1
2005232,4;4;4
38313,2;1;1
1152426,1;1;1
1152428,1;1;2
71085,1;1;1
38320,2;1;1
350451,1;1;2
38326,2;1;1
38328,2;1;1
738207,1;1;1
82020,1;1;2
2004419,1;1;1
5573,3;1;2
5574,3;1;2
824777,2;1;1
1152461,1;1;1
880205,4;4;1
71120,1;1;1
71121,1;1;1
71124,1;1;1
1267961,1;1;1
2004443,1;1;1
415994,4;4;4
2004447,1;1;1
824801,2;1;1
738214,1;1;1
2004456,1;1;1
1317116,4;1;1
732754,2;1;1
1360809,1;1;1
759289,1;2;4
38396,1;1;1
230314,1;2;1
38398,1;1;1
2004484,1;1;1
1283589,6;6;6
975658,5;3;4
1152526,1;1;1
1152528,1;1;1
1120515,2;4;3
1152534,1;1;1
2004505,1;1;1
759328,1;2;4
759331,1;2;2
773862,1;4;1
2004522,2;4;2
2004523,2;4;2
2004528,1;1;1
2004531,1;1;1
737793,4;4;4
2004533,2;1;1
2004539,4;4;4
2004540,4;1;4
71229,1;1;1
2004545,1;2;1
2004550,1;1;1
2004551,1;1;2
2004553,1;1;2
2004554,1;1;1
5708,2;1;1
2004561,1;1;2
2004562,1;1;1
2004570,1;1;1
1250912,1;1;1
759393,1;1;1
279483,1;1;2
1283690,1;1;1
693875,4;1;1
1283700,1;1;1
1087098,3;6;2;3;2
1087100,3;1;2;3;2
71295,1;4;2
693897,1;1;1
2004621,6;1;6
2004627,1;1;1
2004628,1;1;1
1283733,1;1;1
1317146,1;1;1
2004638,1;1;1;1;1
1087136,1;1;1
1250979,2;1;1
2004649,4;3;1
1283754,1;1;1
759469,2;1;1
2004668,4;4;4
2004670,1;1;2
2005280,4;1;5
890563,3;4;1
1021638,1;4;4
1021645,1;3;4
890574,1;1;1
2004689,1;2;4
2004693,6;1;1
1283799,1;1;1
1021659,2;2;1
1021660,3;2;1
2004703,4;4;4
780353,1;1;1
890600,3;4;1
759530,1;1;1
890604,1;1;1
890605,2;1;1
1021681,1;2;2
1251064,1;1;1
1251626,2;2;1
890622,1;1;1
890623,2;5;3
890624,1;1;1
890627,1;1;1
38662,1;1;1
38664,4;6;1
1120018,1;1;1
1120019,1;1;1
1120021,1;1;1
738265,1;1;1
104752,2;1;1
890658,1;1;1
2004772,4;4;4
2004779,1;1;1
1104178,1;1;1
1251120,1;1;1
1251121,1;1;1
2004786,1;1;4
2004793,1;1;1
2004794,1;1;1
1251133,1;1;1
2004798,1;1;1
317749,1;1;1;1;1
2004801,3;1;4
2004802,4;3;2
2004803,1;1;1
416054,4;4;2
1087304,3;1;1
2004810,4;4;4
2004811,1;3;1
1087308,2;1;1
726862,4;1;4
416056,4;4;2
726869,6;6;6
2004823,1;1;1
2004826,1;3;1
2004831,1;1;2
2004832,4;4;4
77456,3;1;1
759651,1;1;1
1120103,1;1;1
416060,2;1;6
1054572,1;2;1
2004847,1;1;1
2004856,2;1;1
2004857,2;1;1
798357,1;1;1
2004864,1;1;1;1;1
2004867,1;1;1
1021829,4;3;4
2004870,1;1;1
2004871,1;1;1
2004872,1;1;1
2004873,1;1;2
2004877,1;1;6
2004883,1;1;1
1262576,2;1;2
104355,1;1;1
2004901,4;3;2
2004902,4;3;2
2004903,1;1;1
1054632,1;1;1
2004905,1;1;2
55624,1;6;2
1054642,1;1;1
2004915,2;4;4
175774,2;2;2
2004924,1;1;1
726976,4;1;4
825281,1;1;1
1021891,4;3;4
541686,1;1;1
798370,1;1;1
726990,1;5;1
726996,1;1;1
825301,1;1;1
825304,1;1;1
1284057,1;1;1
2005327,1;1;1
1284060,1;1;2
2004963,1;1;6
1284068,1;1;1
825318,1;6;1
1021932,6;1;1;1;1
1317203,6;1;1
1284086,1;1;1
994985,1;4;6
825336,1;1;1
1021945,6;1;1;1;1
1284091,1;2;2
825340,1;1;1
825341,1;1;1
2004991,2;1;3
1251330,4;4;4
1284100,1;1;1
1284102,1;1;1
825351,1;1;1
825354,1;1;1
825358,1;1;1
1316884,4;1;4
1349656,1;1;1
825691,3;3;4
1251364,1;1;4
759845,1;1;6
104486,2;1;1
683697,1;2;4
2005032,1;1;1
104489,2;1;1
104490,1;1;1
2005036,2;1;1
1284144,1;1;1
1284147,1;1;2
820233,2;2;1
1104223,2;6;1
1251389,2;1;1
1251391,4;4;4
825408,1;1;1
759876,1;1;1
104801,1;1;1
1284173,1;1;1
104526,2;1;1
759893,1;1;1
1316953,1;1;1
825434,4;1;1
776549,2;1;1
230416,1;1;1
497762,1;1;1
497763,4;4;4
104550,1;1;1
104551,1;1;1
497769,1;1;1
1316971,3;3;2
1316972,3;3;2
825453,4;1;1
825454,4;1;4
825457,4;1;4
104562,5;1;1
1316980,1;6;1
1316981,1;2;1
1251689,4;4;4
842090,1;1;2
1316995,6;6;1
1316997,6;6;1
1316999,1;1;1
759945,1;1;1
2005131,1;1;1
1317006,1;1;1
842093,1;1;2
2005138,2;1;1
104596,2;4;1
2005141,4;4;1
825495,4;4;4
39066,1;1;1
1317231,4;1;1
2005148,1;1;6
1317021,1;1;1
1317022,3;1;1
416112,6;6;1
39076,1;1;1
104613,1;1;1
1317204,3;3;1
825513,4;4;4
2005167,1;1;1
104624,1;1;3
123508,6;4;1
2005177,1;1;2
1251515,2;1;1
39101,1;1;1
39103,1;1;1
1284293,1;1;2
1317063,1;1;1
2004617,1;1;1
1251703,1;2;1
2005196,1;1;1
1120461,1;1;1
953859,4;4;3
104661,2;1;1
104666,2;1;1
2005211,2;6;3;2;2
39132,1;1;1
2005216,2;1;1
416123,1;1;1
2005220,4;2;4
2005221,4;2;4
1120486,1;4;3
825724,3;2;4
104682,1;1;1
2005228,2;1;1;1
39149,1;1;1
1251566,3;4;4
1251568,2;1;1
1251569,2;1;1
39154,1;1;1
1284345,1;1;1
2005242,4;3;1
2005243,2;2;1
1251580,1;1;1
2005248,2;1;1
2005249,2;2;1
1251586,2;1;1
39171,1;1;1
1295695,1;1;1
497926,1;1;1
1300865,1;1;2
2005263,1;1;1
2005264,3;2;4
1349905,1;1;1
416131,1;1;2
1251604,2;1;1
1251605,4;4;4
891162,1;1;1
891167,2;4;6;6;6
104736,1;1;1
891169,1;1;4
2005287,1;1;1
2005290,1;4;1
2005293,4;4;3
2005294,4;4;3
104751,2;1;1
2005296,2;3;1
2005297,4;2;4
2005300,1;4;1
2005303,1;1;6
2005306,1;1;1
2005309,1;1;1
39232,1;1;1
1120579,4;4;4
825668,1;1;1
891210,6;4;4
2005323,1;2;1
2005325,1;4;2
891215,1;1;1
2005328,1;1;1
2005331,1;3;1
2005332,1;1;2
2005333,1;1;4
2005335,2;1;1
825688,1;1;1
1317209,1;1;1
2005339,1;1;2
2005344,1;1;1
2005345,1;1;1
2005346,1;1;1
2005347,1;1;1
825700,3;1;2
825702,1;1;1
1317265,4;1;1
825704,1;1;1
2005353,1;1;2
825708,1;1;3
825709,3;1;1
825711,1;1;4
891251,1;1;1
104821,1;1;3
825719,1;1;3
1251704,4;4;4
104826,1;1;1
104827,1;1;1
2005372,1;1;1
104829,1;1;1
825727,3;3;4
1104278,2;4;1
2005384,2;3;5
1317259,1;2;1
1120657,4;4;4
1317266,4;1;1
891283,1;1;1
1251732,2;1;4
776601,1;1;1
1251738,1;3;1
858529,1;1;2
39333,1;1;4
891302,3;4;1
891304,1;1;1
1311816,1;1;4
181321,4;2;4
2005436,1;2;1
2005437,1;1;1
2005440,1;1;2
416160,1;3;1
235970,1;1;1
2005445,2;1;4
2005447,1;1;1
2005448,1;1;1
825806,2;1;1
891344,1;1;1
891345,1;1;1
891349,2;6;6;6;6
891350,1;2;4
891352,1;1;4
727461,1;1;2
891360,1;1;1
891362,2;2;1
682177,6;4;2
1120750,4;4;4
891377,6;4;4
1317362,1;2;1
104951,1;6;6
727544,1;2;3
858620,4;4;4
2005501,4;4;4
891391,2;1;1
858624,6;4;6
858625,1;1;1
104962,1;6;6
104970,1;6;6
1317387,1;1;1
104979,1;6;6
230491,1;1;1
2005540,4;1;1
882947,1;1;1
765703,2;1;3
891439,1;1;1
891440,1;1;1
39473,1;1;2
39474,1;1;1
39475,1;1;1
891444,1;1;1
885854,3;1;1
891446,1;1;1
727607,6;4;6
727608,6;4;6
727614,6;4;6
6719,1;1;1
230496,1;1;1
6724,1;1;1
498246,1;1;1
263265,4;4;4
2005431,1;1;1
2005580,1;2;1
891469,1;1;1
2005582,1;1;1
2005584,1;1;1
416184,1;1;1
727640,1;1;1
39515,4;4;4
727645,1;1;1
39518,1;1;1
2005599,1;1;1
230502,1;1;1
891494,1;1;1
1186407,4;4;1
1186409,4;4;1
891498,1;1;1
891503,1;1;1
1284723,1;1;1
727670,2;2;5
83049,1;2;2
727674,1;2;3
6785,1;1;2
858561,2;2;1
727695,1;1;1
1120916,1;1;1
727713,1;1;3
891560,6;1;3
39595,1;1;1
39601,1;1;1
2005684,1;6;6
2005685,3;6;1
727735,1;1;1
6841,1;1;2
727738,6;4;6
39611,1;1;1
39617,1;1;1
2005699,1;1;1
2005700,1;1;5
2005701,6;1;1
2005702,2;1;1
727752,1;1;1
727753,1;1;1
858827,3;3;1
858828,3;3;1
1284813,1;1;1
2005710,2;3;2
531735,2;1;2
1284826,1;1;1
2005723,1;3;1
2005725,1;1;1
1191717,2;5;1
2002656,4;3;4
39659,1;1;1
2002453,1;2;1
727797,2;6;1
727799,2;6;1
2005752,1;2;1
1350393,1;4;2
2005756,4;4;3
1350401,2;1;1
39682,2;2;1
39683,2;2;1
727812,1;1;1
39685,1;1;1
39686,1;1;1
39688,2;2;1
1284874,1;1;5
39691,2;2;1
2005777,2;1;1
1350418,1;1;1
39699,1;1;1
1350420,1;1;1
39701,1;1;1
2005783,1;6;1
2005785,1;1;1
2005786,1;1;2
2005787,1;1;2
2005788,1;1;1
1121054,1;1;1;1;4;5
2005793,1;1;1
2005794,1;1;1
2005795,1;1;2
39716,1;1;2
39717,1;1;2
39718,1;1;2
1350440,1;1;1
1350444,1;1;1
2005806,1;5;1
2005810,1;6;1
1284924,4;4;3
1284931,1;1;1
1284932,1;1;1
727877,2;1;1
727879,1;2;1
727880,1;1;1
727884,6;4;1
858594,1;1;1
2005845,4;4;4
858966,4;4;4
858967,4;4;4
858968,4;4;6
2005850,1;1;1
858972,2;1;1
858973,2;1;2
39781,1;1;1
1284966,1;1;1
230545,1;2;1
39784,1;1;1
2005880,1;1;2
727931,1;1;1
39806,1;1;1
39807,1;1;1
1284998,1;1;1
2005901,4;4;4
2005902,1;1;1
727952,1;1;1
181400,4;2;4
2005908,1;2;6
2005916,3;1;2
2005918,1;1;1
203679,2;4;4
203680,2;4;4
1121187,1;2;2
1121190,1;2;1
1317361,1;1;2
2005929,4;3;3
39850,1;1;1
39851,2;3;1
859052,3;1;1
2005942,1;1;1
39868,3;3;1
1121214,1;1;1
1285056,1;1;1
39874,1;1;1
39875,1;1;1
39876,1;1;1
39877,1;1;1
39878,1;1;1
39880,2;1;1
2005961,1;2;1
891383,1;1;2
39884,2;1;1
859086,4;4;4
1350611,1;1;1
203739,4;4;4
743930,2;1;1;1;1
728031,1;1;1
728032,1;1;1
728034,1;1;1
728040,3;6;1
728042,1;1;1
728045,1;1;1
2005999,1;1;1
2006000,1;1;1
728049,1;1;1
728050,2;1;1
859123,4;4;4
1285112,1;1;1
39929,2;1;6
39930,2;1;6
1350651,2;4;1
859135,1;1;1
859137,1;1;1
728067,2;6;1
1252356,1;1;1
1252357,1;1;1
1252358,1;1;1
1252359,1;1;1
1252362,1;1;1
1252363,1;1;1
1121292,1;1;1
39951,1;1;1
44888,4;4;1
1350674,1;1;1
203796,2;1;1
728085,1;1;1
1350680,1;1;2
203801,4;4;1
531482,1;1;3
531483,1;1;3
1121308,1;1;1
531485,4;2;4
531487,1;1;2
203809,4;4;1
1252386,1;1;1
531491,1;1;1
531492,1;1;3
728101,1;2;1
728104,1;1;1
1285161,1;1;1
2006065,1;1;6
203828,2;2;2
1350710,1;1;1
531513,1;1;3
531517,1;1;3
2006078,1;1;1
427189,1;1;1
1121344,2;1;2
1252420,1;1;1
203851,2;1;1
203852,3;1;1
203853,3;1;1
1285200,1;1;1;1;1;4
2006097,4;3;3
1285202,1;2;1
2006100,1;1;1
531541,1;1;1
203866,2;1;1
1252444,4;4;4
1252445,5;1;4
2006110,3;3;1
2006111,1;4;1
2006112,1;4;1
531554,1;3;1
1121391,2;1;1
1121392,2;1;1
1191785,1;2;1
1252475,1;1;1
2006141,1;6;6
1121406,1;1;1
531585,1;1;1
728195,1;3;1
531588,1;1;1
416278,1;1;1
859274,4;3;4
859275,4;3;4
2006156,1;3;1
203917,1;2;1
1121426,1;1;1
728212,4;2;4
1252502,2;1;1
728215,4;2;4
531608,1;1;1
531609,1;1;1
416282,1;1;1
728222,1;1;1
230597,1;1;1
728224,1;1;1
1121441,1;1;1
1252514,1;1;6
1252515,1;4;6
721481,1;2;1
1285290,1;1;1
1285292,1;1;2
1252531,1;1;1
416286,1;1;1
203960,3;2;1
1252538,1;1;1
2006205,3;1;1
1285310,1;2;1
531648,1;1;1
531650,1;3;1
531653,1;2;1
2006215,4;1;3
1252557,1;1;1
1252558,1;1;1
1285327,1;1;2
2006226,1;1;1
1252564,2;1;1
1252565,1;1;1
2006230,1;1;1
1121495,1;1;1
2006233,3;4;1
1252570,2;1;1
1252571,2;1;1
433373,1;1;1
433375,1;1;1
531680,1;1;1
531681,1;1;1
531683,6;1;1
531684,6;2;1
433381,1;1;1
433383,2;1;1
433385,2;1;1
1272504,1;1;1
1285357,1;1;3
531694,6;3;1
2006255,1;2;2
531699,1;1;2
531700,1;1;1
683902,1;1;1
531704,1;1;4
773858,1;4;1
531706,1;1;1
531707,4;1;4
531708,4;1;4
531711,1;1;4
531712,1;1;1
2006275,2;1;1
2006277,1;1;1
2006284,2;1;1
2006285,4;4;4
531730,1;1;1
683907,1;1;2
531733,2;1;2
2006294,1;1;1
2006295,4;3;4
531736,2;1;2
2006297,1;2;6
416303,1;1;1
2006300,4;4;4
531741,6;1;1
531744,1;1;1
531747,1;4;4;4;4
204070,6;1;4
891441,1;2;2
204072,6;1;4
77703,1;1;1
531756,1;1;1
531759,1;4;4;4;4
891443,1;1;1
531768,1;1;1
2005556,1;3;1
531778,1;1;1
2006340,1;2;1
531781,1;2;1
1252678,1;1;1
1252679,1;1;1
2006348,4;4;3
1121614,1;1;1
765837,1;2;1
1252689,1;1;1
1252690,1;1;1
1121623,1;1;1
531804,1;4;4;4;4
761197,1;1;1
1252721,4;4;4
1252723,2;1;4
1252729,4;4;4
1187198,1;1;1;1;1
1187199,1;1;1;3;1
1351040,1;1;1
416320,6;4;3
1187202,1;1;1;1;1
427243,1;1;1
842305,4;4;4
2006408,1;1;1
1187214,1;1;1;2;1
427245,1;1;2
1285521,2;3;1
1252761,1;1;1
1129799,2;1;1
761245,1;1;1
204191,1;1;1
2006433,6;1;1
761251,1;1;1
761254,1;1;1
1187241,1;1;1
761259,2;1;1
761263,2;1;1
1187249,1;1;1
1121714,1;1;1
531895,1;1;1;2;1
400824,1;1;1
1252794,1;1;1
1252796,1;2;1
1252797,1;2;1
2006462,1;1;1
80997,1;1;1
683936,1;1;1
204227,1;1;1
1252805,1;1;1
1252806,1;2;1
531911,1;6;1
531913,1;6;1
115959,1;1;1
1252812,2;1;3
1124118,2;1;1
2006484,2;1;2
842318,4;4;4
1351135,1;1;1
416336,6;4;3
204259,1;4;1
433636,2;1;1
1252872,2;1;1
2005585,1;1;1
1351146,1;1;1
1351148,1;1;2
204269,1;1;1
1351151,1;1;1
1056242,1;1;1
204290,4;1;4
859652,4;2;4
2006534,1;1;1
859655,4;2;4
859656,4;2;4
400905,1;1;1;1;1
204299,4;1;4
400911,1;1;1;1;1
995246,4;4;3
1056284,1;1;1
1262853,1;4;2
892451,5;4;4
2006571,1;1;1
1306340,1;4;1
532029,1;1;1
859710,4;1;3
728640,4;4;6
532033,1;1;1
532034,1;1;1
532036,1;2;1
859718,4;1;3
1056333,1;1;2
1056336,1;1;1
1056337,1;1;2
532050,1;2;1
1056339,1;1;2
1056347,1;4;3
682215,1;3;2
532066,1;1;1
1252963,1;1;6
1252964,1;1;6
532076,1;1;1
880573,2;3;3
433776,1;1;1
39529,2;1;1
433785,1;1;1
2006656,2;1;1
433793,1;1;2
1187460,1;4;1
1187461,1;4;1
433798,1;1;1
1094664,1;1;2
1270336,1;1;1
204446,1;3;3
532130,1;1;1
1187494,1;1;1
532141,1;1;1
532143,1;1;6
1255061,4;1;2
1187507,1;1;1
87552,2;1;1
433850,2;2;1
532155,1;1;1
433857,4;3;1
433859,4;3;1
2006728,1;3;1
532172,1;1;2
532173,1;1;3
532176,4;4;4
1187537,1;3;1
87553,1;1;1
433880,1;1;2
859871,2;3;1
859872,2;3;1
874042,1;1;1
859879,1;1;1
2006761,1;1;1
532203,1;1;1
22086,1;1;1
532206,1;1;1
1253109,1;1;1
1253113,2;1;1
1253114,2;1;1
1187585,1;1;1
1187586,1;1;1
532227,1;1;1
532229,1;1;1
1187590,1;1;1
1187591,1;1;1
532234,1;1;1
433938,1;1;2
728853,4;4;4
728855,4;4;4
859930,1;2;1
859931,1;2;1
433950,1;1;1
1122079,1;1;1
728864,1;1;1
728865,1;1;1
433956,2;1;1
1285926,1;1;1
1273820,3;1;1
78827,1;4;3
416392,1;1;1
869683,1;1;1
151933,2;2;2
433978,1;1;1
433979,1;1;1
1351510,1;1;1
1351511,1;1;1
204632,1;1;1
1351520,2;2;1
1351521,2;1;2
1351522,1;4;4
1351525,1;2;2
1351528,1;1;1
1351532,1;1;1
532336,4;4;4
532343,4;4;4
434041,1;1;1
204670,1;1;1
722240,1;1;1
204676,2;1;1
1122184,1;1;1
1122185,1;1;1
1122186,1;1;1
434062,1;1;1
434068,1;3;3
434072,1;3;3
1286043,2;1;1
434076,1;3;3
1286045,1;1;1
270252,1;1;1
434094,2;1;1
434095,2;1;5
270256,2;1;1
434097,1;2;4
434098,1;2;4
434099,1;2;4
434100,1;2;4
434102,1;1;2
434104,1;1;2
532422,1;1;1
1286093,1;6;4
532434,1;1;1
83278,1;1;1
1286102,1;6;4
532443,1;2;1
532444,1;1;1
532445,1;2;1
892894,2;4;2
434143,1;1;1
434150,1;1;1
1286123,3;1;1
1286124,3;1;1
1286128,1;1;1
39592,1;1;1
1286130,1;1;1
1286131,1;1;1
532468,1;1;1
434169,1;1;1
892929,2;1;1
434179,1;1;1
892939,1;1;1
892950,1;1;1
892951,1;1;1
1351710,1;1;1
1351712,1;1;1
1286177,2;1;3
892963,2;1;1
1286188,1;1;1
270393,2;1;1
892986,2;1;1
1286206,2;1;1
1286209,2;1;2
892998,1;1;1
434251,2;2;3
1351757,1;1;1
1351759,1;1;1
2005690,1;1;1
893026,1;1;1
1286243,1;1;1
893029,4;4;4
1262951,1;4;4
434284,1;1;1
893037,4;4;4
1351790,1;1;1
1351791,1;1;1
1351794,1;1;1
433726,4;4;4
1351804,1;1;1
1351805,1;1;1
434303,1;1;1
434306,1;1;1
1351811,1;1;1
434308,1;1;1
434313,1;6;6
532618,1;1;1
532619,1;2;1
1286284,1;1;1
434321,1;6;6
434323,2;4;4
434326,2;1;1;1;1
434329,2;1;1;1;1
434333,2;1;1;1;1
1351838,2;2;1
532642,1;1;1
1351843,2;1;2
532644,1;1;1
1188013,1;1;1
1350344,1;1;1
1351862,1;4;4
1188025,1;1;1
1351867,1;1;2
1286334,2;1;3
434369,3;1;1
434371,3;1;1
